tweet count,id,tweet content,month,day,hour,source,friends,
3681,1.31E+18,"b'RT @mindyanns: As some of us mourn the loss of over 200K people in this country from #COVID, trump went on TV to give himself an A+ on his\xe2\x80\xa6'",4,16,23,Twitter for iPhone,20369,
3682,1.31E+18,b'RT @SalvaAlmenar: \xf0\x9f\x94\xb4Actualitzaci\xc3\xb3 dades #covid a 21/9:\n\xe2\x99\xa6\xef\xb8\x8f301 nous casos des de dissabte\n\xe2\x99\xa6\xef\xb8\x8f35.296 positius\n\xe2\x99\xa6\xef\xb8\x8f6.005 actius\n\xe2\x99\xa6\xef\xb8\x8f498 ingressats (+\xe2\x80\xa6',7,16,22,Twitter for Android,1724,
3683,1.31E+18,"b'Make human rights count for #COVID19response and recovery. We need the right data, collected in the right ways, to ensure the right COVID-19 response and recovery. See new publication on governance statistics for #COVID-19: https://t.co/E0h5LWNVbZ https://t.co/YFiLHk99Dk'",8,27,7,Hootsuite Inc.,1525,
3684,1.31E+18,"b'RT @OscarAbadGarci2: #L6Nalertacontagios \nEl Consejo de #Abengoa se aprovecha del #COVID para obtener fondos p\xc3\xbablicos, cobrar bonus millona\xe2\x80\xa6'",9,7,13,Twitter for Android,382,
3685,1.31E+18,"b'RT @DemocratFed: This is fantastic!\n\n""Top 10 Reasons a COVID Vaccine Should NOT Be Mandatory"" can be shared w a/nyone, of any political per\xe2\x80\xa6'",4,30,23,Twitter for iPhone,408,
3686,1.31E+18,"b'North Carolina\xe2\x80\x99s #unemployment rate dropped markedly in August, according to state figures, falling to nearly half the record rate during the spring at the height of business &amp; movement restrictions issued during the #COVID-19 pandemic. MORE: https://t.co/2OPbNRtfuj #WCCB #ncnews'",6,11,1,Hootsuite Inc.,1512,
3687,1.31E+18,"b'RT @SENANPanama: \xc2\xbfSab\xc3\xadas que? Para ser donante de plasma convaleciente, debes estar recuperado de #COVID-19,  ser mayor de edad, debes pesa\xe2\x80\xa6'",7,14,15,Twitter for Android,47,
3688,1.31E+18,"b'RT @CovRugbyCCG: During the #COVID-19 pandemic, it is imperative that people keep talking about dementia, seeking out information, advice a\xe2\x80\xa6'",11,2,11,SmarterQueue,919,
3689,1.31E+18,"b'#Haarlem, the #Netherlands is now red zone corona.\nSee how life is in this city, and be amazed :-)\nhttps://t.co/mzJ6fSmBKe\n#corona #coronavirus #coronavirusNL #covid #covid19 #covid19NL #lockdown #amsterdam #StaySafeStayHealthy'",8,4,13,TweetDeck,0,
3690,1.31E+18,"b'RT @WarksNorthCCG: During the #COVID-19 pandemic, it is imperative that people keep talking about dementia, seeking out information, advice\xe2\x80\xa6'",11,2,11,SmarterQueue,213,
3691,1.31E+18,"b'RT @SouthWarksCCG: During the #COVID-19 pandemic, it is imperative that people keep talking about dementia, seeking out information, advice\xe2\x80\xa6'",11,2,11,SmarterQueue,240,
3692,1.31E+18,"b'RT @NHSinWolves: During the #COVID-19 pandemic, it is imperative that people keep talking about dementia, seeking out information, advice a\xe2\x80\xa6'",1,25,13,SmarterQueue,823,
3693,1.31E+18,b'RT @mvidal80: 680 desahucios. 680. Es la cifra de los que se han reactivado en Barcelona despu\xc3\xa9s de que se acabe la tregua del #covid No s\xc3\xa9\xe2\x80\xa6',1,1,19,Twitter Web App,285,
3694,1.31E+18,"b'RT @SWBCCG: During the #COVID-19 pandemic, it is imperative that people keep talking about dementia, seeking out information, advice and su\xe2\x80\xa6'",7,2,8,SmarterQueue,623,
3695,1.31E+18,"b'FEMA Advisory: Coronavirus Pandemic Whole-of-America Response: ""By The Numbers"" Update (September 21, 2020) https://t.co/2C6TCJfQJE via @Granicus #COVID'",5,5,18,Twitter Web App,2520,
3696,1.31E+18,"b'RT @StefSimanowitz: 1. Hours before recess, PM quietly announced that Downing St had taken control of the govt\xe2\x80\x99s use of data.   \n\nTrump did\xe2\x80\xa6'",7,24,15,Twitter for iPhone,4008,
3697,1.31E+18,"b'RT @mjesusglez: Anoche ingres\xc3\xa9 a una \xe2\x80\x9cni\xc3\xb1a\xe2\x80\x9d de 25 a\xc3\xb1os q se desplomo en una fiesta. Neumonia bilateral, SO2 80%, esperaba resultado d PCR p\xe2\x80\xa6'",7,20,19,Twitter for Android,302,
3698,1.31E+18,"b'@Bogota @infopresidencia el #covid no infecta en protestas, cuando los v\xc3\xa1ndalos salen a destruir lo que ser atraviesa en su camino.  S\xc3\xb3lo infecta a quienes quieren trabajar,  estar en familia,  o reunirnos a cultos de fe'",7,30,0,Twitter for Android,76,
3699,1.31E+18,b'RT @gunjeet99: @RCoANews interactive short (free) webinars - on some of the most topical issues facing us! Busy few weeks ahead #sustainabl\xe2\x80\xa6',10,2,17,Twitter for iPhone,702,
3700,1.31E+18,"b'While a lot of attention will be devoted to #SCOTUS and replacement for #RBG, important to remember that nearly 200,000 Americans have lost their lives to-date due to #COVID and that number is rising\n#TrumpLiedPeopleDied\n#ItIsWhatItIs\nArchival @Nick_Anderson_\nRT @editorial_toons https://t.co/U44wjpqfCt'",5,13,0,Hootsuite Inc.,1696,
3701,1.31E+18,"b'#EmergencyDepartment Management of the #SexualAssaultVictim in the #COVID Era: A Model SAFET-I Guideline \nKristi L Koenig, et al. @UCSDHealth @UCIrvine \nhttps://t.co/ipJd2mocBt\nJournal of #EmergencyMedicine\n#IPV https://t.co/XC2iqvv2w1'",6,4,18,Hootsuite Inc.,960,
3702,1.31E+18,"b""The president is incapable of picking a #SCOTUS nominee to provide equal justice under law, promising to choose judges who'll undermine the #ACA &amp; jeopardize healthcare for millions. With the potential long-term effects of #COVID, we must protect our care and protect #OurCourt. https://t.co/FCpkBZvm25""",7,23,15,Sprout Social,4963,
3703,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,26,19,Twitter for iPhone,447,
3704,1.31E+18,b'RT @fionamflanagan1: Trolls &amp; shills (including the blue ticks) have gone into overdrive today trying to defend the disintegrating #covid n\xe2\x80\xa6',8,12,15,Twitter Web App,54,
3705,1.31E+18,b'The Governor of #Ohio has signed a bill granting temporary immunity from civil actions related to the transmission of #COVID-19 and limited immunity to #healthcare providers related to civil actions and professional disciplinary actions. #Ohio https://t.co/UnTICfAAs9',3,31,15,Percolate,391,
3706,1.31E+18,b'RT @jucilnacional: D\xc3\xada\xf0\x9f\x8c\x9e y noche\xf0\x9f\x8c\x9a velando por la seguridad todos los ciudadanos y protegiendo su salud contra la #Covid\n\nPero el ministro de\xe2\x80\xa6',3,8,16,Twitter for Android,13,
3707,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",11,24,4,Twitter Web App,148,
3708,1.31E+18,b'\xc2\xbfSabes qu\xc3\xa9 es un adulto de alto riesgo o fr\xc3\xa1gil?  \xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xbd\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xaf \xf0\x9f\xa7\x93 Identificarlo es primordial para mejorar su cuidado y calidad de vida. En BYCS contamos con personal altamente calificado para brindar atenci\xc3\xb3n a quienes amas. Cont\xc3\xa1ctanos.\n#BYCS #Cuidadores #Enfermeras #Covid #Salud https://t.co/mEzY0ZW9U1',6,6,18,Twitter Web App,59,
3709,1.31E+18,"b'#Nacional \nM\xc3\xa9xico, susceptible a rebrotes de #COVID-19; en octubre podr\xc3\xadan incrementar hospitalizaciones\nhttps://t.co/QcdHCQt3LT https://t.co/xSR7mw93he'",1,21,23,TweetDeck,1936,
3710,1.31E+18,b'#PorSiNoLoVio | Un guatemalteco fue diagnosticado con #COVID-19 a su arribo al Aeropuerto Internacional La Aurora; es el primer caso registrado despu\xc3\xa9s de la reapertura el pasado viernes. https://t.co/7iQROEqWqJ',2,6,21,TweetDeck,170,
3711,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",1,20,20,Twitter for iPhone,3355,
3712,1.31E+18,b'RT @LizaCoombes: It worked! Thanks to @bpickardflute for co-facilitating. #MusicTherapists improvising in the time of #COVID and thanks to\xe2\x80\xa6',3,18,18,Twitter for iPhone,3236,
3713,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",5,18,20,Twitter for Android,622,
3714,1.31E+18,b'RT @emrys_s: Interested in how #COVID-19 is impacting global social protection responses? Join this conference with an aweseom line up of e\xe2\x80\xa6',6,8,11,Twitter Web App,1135,
3715,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",6,7,0,Twitter for Android,195,
3716,1.31E+18,"b'RT @RichardNewby3: As new lockdwn planned Gvt should be learning the lessons from Germany where #covid #testing works smoothly, using a fun\xe2\x80\xa6'",3,3,18,Twitter for iPhone,269,
3717,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",5,28,15,Twitter for Android,7,
3718,1.31E+18,"b'RT @silverlining_4: Do you wanna know who really downplayed #Covid? The hag her self, #NancyPelosi. #PelosiKnewVoteRed https://t.co/b5iltWt\xe2\x80\xa6'",8,14,19,Twitter for Android,257,
3719,1.31E+18,b'RT @firstpost: Scientists found that life expectancy would suffer even in the regions which present with a mere two percent prevalence of #\xe2\x80\xa6',7,2,16,Twitter for Android,1278,
3720,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',8,30,0,Twitter Web App,118,
3721,1.31E+18,"b'RT @SENANPanama: Protegerte y proteger a tus seres queridos del #COVID-19 es simple, usa gel alcoholado o jab\xc3\xb3n antibacterial, evita tocart\xe2\x80\xa6'",7,14,15,Twitter for Android,47,
3722,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",12,23,1,Twitter for iPhone,980,
3723,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,1,16,Twitter for iPhone,1833,
3724,1.31E+18,"b'RT @AlexBerenson: Six months ago today, at peak #Covid terror, @mtosterholm wrote a smart op-ed about why lockdowns were a terrible idea. I\xe2\x80\xa6'",7,17,3,Twitter for Android,52,
3725,1.31E+18,b'RT @PSdeG: \xf0\x9f\x93\x9d @G_Caballero_M urxe a Feij\xc3\xb3o a \xe2\x80\x9clevantar o veto\xe2\x80\x9d sobre a comisi\xc3\xb3n de investigaci\xc3\xb3n da #covid nas residencias: \xe2\x80\x9cHai que protexe\xe2\x80\xa6',7,31,15,Twitter for iPhone,1968,
3726,1.31E+18,b'@Dr2NisreenAlwan #COVID long-term planning and mitigating risk is very important!!',8,11,17,Twitter for iPhone,540,
3727,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',7,24,21,Twitter Web App,294,
3728,1.31E+18,b'#covid to mo\xc5\xbce komplikowa\xc4\x87 sytuacj\xc4\x99.\nhttps://t.co/CBid8i7XtI',9,24,12,Twitter for Android,984,
3729,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",5,9,22,Twitter for iPhone,188,
3730,1.31E+18,b'RT @CChewyCrust: For the #nomask #nomaskday #coviddenier #covid and stuffs...\n\nCompiling covid deniers that died of covid in this thread.',8,3,3,Twitter for Android,60,
3731,1.31E+18,b'#Dutch cities in #corona time :\nhttps://t.co/u8h4egt9SG\nhttps://t.co/M6r9UaUqer\nhttps://t.co/4DCd3Nw17J\nhttps://t.co/mzJ6fSmBKe\n#covid19 #netherlands #outbreak #vacation #socialdistance #coronavirus #covid-19 #CODERED',8,4,13,TweetDeck,0,
3732,1.31E+18,b'RT @DiyWest: #covid has set ppl against ppl just like #brexit did\n\nThis is exemplified on @iaindale\xe2\x80\x99s show right now with callers calling i\xe2\x80\xa6',4,13,14,Twitter Web App,902,
3733,1.31E+18,"b""RT @21WIRE: This idea that a Positive Test for #Coronavirus equals a Case, is a complete abomination of medical terminology. It's a total L\xe2\x80\xa6""",8,29,18,Twitter for Android,29,
3734,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',2,5,18,Twitter for iPhone,32734,
3735,1.31E+18,"b""We're hiring!  Apply from our website.\nhttps://t.co/dyO6H9a5Ov\n#CNA #HHA #Companion #Florida #Hillsborough #Covid https://t.co/ztNQC948cZ""",7,16,16,Twitter Web App,42,
3736,1.31E+18,b'Jogo entre Vizela e Chaves remarcado para 5 de outubro https://t.co/xCEsyJ4R38 #Covid-19 #FCVizela #Futebol',3,9,22,Wordpress O MINHO,103,
3737,1.31E+18,"b'RT @TheGreenParty: Chris Whitty says the rise in #covid cases is \xe2\x80\x98all of our problem\xe2\x80\x99. We agree, but the government needs to keep up its si\xe2\x80\xa6'",3,8,23,Twitter for iPhone,3171,
3738,1.31E+18,"b'RT @BetaMoroney: Due to #Covid, many states are reconsidering lockdowns; just how important #American #cities are to the national #GDP?@Vis\xe2\x80\xa6'",7,19,2,Twitter for Android,7,
3739,1.31E+18,b'#G4S let the country down at the last minute re the security for the London Olympics. #Serco were fined for lying about the number of prisoners they were tagging and defrauding the government. Why the Hell have they been given contracts for #Covid testing?!',1,28,21,Twitter Web App,1986,
3740,1.31E+18,"b'RT @SamiaAliSalama: @MalcolmNance While it is unfortunate that that #Covid denier has died of #Covid, it is fortunate that he cannot infect\xe2\x80\xa6'",11,25,22,Twitter for iPhone,278,
3741,1.31E+18,b'RT @jamesvgingerich: People across many nations are expecting change after we are through the #NewNormal. (World Economic Forum) #Covid-19\xe2\x80\xa6',2,21,9,Twitter for iPhone,292,
3742,1.31E+18,"b'RT @StefSimanowitz: 14/. Since taking #coronavirus data-collection responsibilities away from the CDC &amp; giving them to the HHS, it seems th\xe2\x80\xa6'",1,28,20,Twitter Web App,3545,
3743,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,21,23,Twitter for iPad,3587,
3744,1.31E+18,"b'RT @DonnaHowardTX: \xf0\x9f\x91\x897 mos into the pandemic, $5.70 billion for #COVID response still isn\xe2\x80\x99t allocated.\n\xf0\x9f\x91\x89#txlege budget faces a $4.6 billion\xe2\x80\xa6'",9,28,15,Twitter Web App,403,
3745,1.31E+18,"b""RT @647_416: Practically speaking, what's worth doing right now?\nLike, should I quit my job and flee, should I try to pay off my mortgage,\xe2\x80\xa6""",2,27,22,Twitter for Android,2670,
3746,1.31E+18,"b'RT @mjesusglez: Anoche ingres\xc3\xa9 a una \xe2\x80\x9cni\xc3\xb1a\xe2\x80\x9d de 25 a\xc3\xb1os q se desplomo en una fiesta. Neumonia bilateral, SO2 80%, esperaba resultado d PCR p\xe2\x80\xa6'",10,18,11,Twitter for Android,522,
3747,1.31E+18,"b'Our forced compartmentalization of #workandlife has ended with #covid and everyone is juggling a precarious work-life balance. The question now is, will we rebuild those walls between our personal and professional lives?\xe2\x80\x9d https://t.co/LYJFTcurYS\n\n#leadwithcompassion #totalrewards https://t.co/1HtrqS5bEa'",4,27,17,Buffer,1461,
3748,1.31E+18,b'RT @Bdwal359: Over 900 photos of Detroiters &amp; people w/connections to Detroit who died during the pandemic line Belle Isle so we can pay ou\xe2\x80\xa6',2,28,17,Twitter Web App,4961,
3749,1.31E+18,"b'RT @ElizabethMay: No one *should* be surprised by an unprincipled repudiation of an agreement , being honoured by the Green Party til 2021,\xe2\x80\xa6'",8,9,17,Twitter for Android,3704,
3750,1.31E+18,b'RT @Stefan85Ulm: @tomdabassman @hendrikstreeck Wer lag mit seinen apokalyptischen Prophezeiungen am h\xc3\xa4ufigsten daneben? #lauterbach #kurz #\xe2\x80\xa6',11,22,11,Twitter Web App,4877,
3751,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",1,29,13,Twitter for Android,72,
3752,1.31E+18,"b'RT @mwkeenan: 89 year old Pat Cashin cheering on his grandson, Sam Bennett, to victory in Stage 21 of the #TDF2020. \n\nI wish Pat could\xe2\x80\x99ve b\xe2\x80\xa6'",3,25,10,Twitter for iPhone,747,
3753,1.31E+18,b'RT @marioafrica: Tra @GretaThunberg e #covid: crisi delle linee aeree. #lufthansa diminuisce la flotta',5,8,15,Twitter for Android,372,
3754,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",5,25,21,Twitter for iPhone,722,
3755,1.31E+18,"b'RT @AlexBerenson: Wtf is he talking about? No name, no details, no location, no supporting evidence, just random kiddie panic porn.\n\nOver a\xe2\x80\xa6'",5,20,0,Twitter for Android,1426,
3756,1.31E+18,b'Signed up for a covid test.  Filled out paper work handed it in.  Stood in the line up.  Too long so I left.   Day later I get a call I have my test results..... #Positive #Covid.  WTF is going on? Anyone else have this happen??',6,24,23,Twitter for Android,29,
3757,1.31E+18,b'RT @TelegVannes: #municipales2020 L\xe2\x80\x99\xc5\x93il du citoyen\xc2\xa0: le pilote @DavidRobo56 revoit les options \xc3\xa0 la baisse #Covid  #Vannes #Bretagne #Morbi\xe2\x80\xa6',10,19,17,Twitter for iPhone,130,
3758,1.31E+18,"b'RT @ucu: Today we were warned that if the current rate of infection is not halted, the UK could be facing around 50,000 new #Covid cases a\xe2\x80\xa6'",7,9,22,Twitter for iPhone,324,
3759,1.31E+18,"b""Not afraid to have a row with any shop staff following Corona virus nonsense.\n\nFlip side, I've lost ALL fear of confronting anyone over truth.\n\n#COvid gave me #COnfidence.\n\nOther Truthers like me reawakening the Anglo-Saxon DNA, ready for War.\n\nAlways balance in the Matrix.""",1,15,3,Twitter Web App,360,
3760,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",3,9,6,Twitter for iPad,719,
3761,1.31E+18,"b'#Mask #pandemic #coronavirus #covid #covid19 #covid-19 #covid_19\n\n07 September 2020\n\n [ EURONEWS ]\n\n"" Le Covid-19 circule activement en Europe, mais les &lt;&lt; anti-masques &gt;&gt; prosp\xc3\xa8rent aussi ""\n\nhttps://t.co/n0TZg4y8Pj'",9,23,7,Twitter Web App,5,
3762,1.31E+18,b'@opsoms no cambiar\xc3\xa1 gu\xc3\xadas sobre propagaci\xc3\xb3n de #Covid-19 por aire tras ajustes en\xc2\xa0#EU https://t.co/081RzQNK8J',1,12,3,WordPress.com,7049,
3763,1.31E+18,b'@opsoms no cambiar\xc3\xa1 gu\xc3\xadas sobre propagaci\xc3\xb3n de #Covid-19 por aire tras ajustes en\xc2\xa0#EU https://t.co/gyAQO08q0X',8,25,16,WordPress.com,895,
3764,1.31E+18,b'RT @M_T_Franz: #COVID Es hat noch niemals auf dieser Welt solche unverh\xc3\xa4ltnism\xc3\xa4\xc3\x9figen Ma\xc3\x9fnahmen wegen einer Infektion gegeben. Ausgenommen d\xe2\x80\xa6',6,11,11,Twitter Web App,447,
3765,1.31E+18,b'RT @JohnMTalmadgeMD: 1/ On CNBC Operation Warp Speed principal advisor Moncef Slaoui says vaccine *may* be available (limited)  by January.\xe2\x80\xa6',5,27,17,Twitter for iPhone,355,
3766,1.31E+18,b'#kellyloeffler profited off the then secret #covid intel. $$$$$$ https://t.co/7bEkaU8YkF',11,25,1,Twitter for iPhone,1522,
3767,1.31E+18,"b""RT @samantharyder6: @WeAreLSCFT it's mid September the weather is glorious but we can't get away from #covid it's still there and will be a\xe2\x80\xa6""",5,13,9,Twitter for iPhone,37,
3768,1.31E+18,b'@francoisedegois @NosLendemains @Ju_Arnaud @yvesthreard @GrandSoirLCI @LCI Il faudra bien en parler de cet \xc3\xa9chec 6/6 #legislativespartielles du parti du pr #Macron...et des d\xc3\xa9missions au sein de @enmarchefr \nCar les @BFMTV @CNEWS et @LCI... enjambent tranquillement le sujet... Ils sont concentr\xc3\xa9s surtout sur le #Covid et les tenues \nMerci \xc3\xa0 vous',6,21,20,Twitter Web App,791,
3769,1.31E+18,"b'RT @CllrBSilvester: 1700 die every day in the UK.\n#Boris is locking us down again, even before the first #Lockdown has even been lifted, be\xe2\x80\xa6'",11,27,10,Twitter Web App,216,
3770,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,26,14,Twitter Web App,322,
3771,1.31E+18,b'RT @MLeeNYCx: My annual indulgence of #zeppoles at #SanGennaro #NYC #Festival is cancelled for #COVID\xe2\x80\xbc\xef\xb8\x8fBut anyone wishing to swing abused c\xe2\x80\xa6',6,8,18,Twitter for iPhone,2182,
3772,1.31E+18,"b'RT @mwkeenan: 89 year old Pat Cashin cheering on his grandson, Sam Bennett, to victory in Stage 21 of the #TDF2020. \n\nI wish Pat could\xe2\x80\x99ve b\xe2\x80\xa6'",4,27,9,Twitter for Android,1665,
3773,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",8,21,0,Twitter for iPhone,154,
3774,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,20,18,Twitter for iPad,119,
3775,1.31E+18,b'RT @IhanEspana: Anticuerpos en la #LecheMaterna de una mujer con #COVID-19  https://t.co/ijt9MN0Y4M',4,19,17,Twitter for iPhone,214,
3776,1.31E+18,b'RT @davwain1: @supreme_erg @TorontoStar @francoislegault (2/) the @coalitionavenir) has brought in tighter restrictions for #Covid #hotspot\xe2\x80\xa6',2,17,15,Twitter for iPhone,5006,
3777,1.31E+18,"b""How about the Government relaxing the SMI rules for young homeowners who have had to claim Universal Credit because of #Covid redundancy. At present its a long process and can only be claimed after 9 months of UC. It's for interest based only mortgages too.....just a thought.""",11,27,0,Twitter for Android,346,
3778,1.31E+18,"b'RT @draolgaponce: #COVID. \nError haber dicho a la gente: ""Si tienes s\xc3\xadntomas respiratorios qu\xc3\xa9date en casa, a\xc3\xadslate. Solo si tienes dificul\xe2\x80\xa6'",2,12,17,Twitter Web App,970,
3779,1.31E+18,b'RT @M_T_Franz: Ich frage jetzt in die Twitteria: \n\nWer kann dieses politmediale #COVID Getue noch irgendwie ernstnehmen? \n\nAbgesehen von de\xe2\x80\xa6',11,15,18,Twitter for Android,94,
3780,1.31E+18,b'RT @AmgenCanadaGM: Great to see this collaboration announcement of @Amgen  and @LillyPad to significantly increase the supply capacity avai\xe2\x80\xa6',10,9,16,Twitter for iPhone,626,
3781,1.31E+18,"b'Get your #MasconMedical #ElectrostaticSprayer today!\n\nWorks for up to 10 hours, reaching distances of up to 6 meters to eliminate #COVID-19 and other #viruses at home and in the work place.\n\nSee it in action on our YouTube channel. https://t.co/Ts5GR5qxUM\n\n#disinfecting #cleaning https://t.co/grrvcrmyES'",4,28,17,Hootsuite Inc.,34,
3782,1.31E+18,b'#ISSEMYM contin\xc3\xbaa trabajando con apego a protocolo de atenci\xc3\xb3n a pacientes\xc2\xa0#COVID-19. https://t.co/VuFuZnTj32',9,17,0,WordPress.com,1806,
3783,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",9,10,21,Twitter for iPhone,922,
3784,1.31E+18,b'SO MANY ERRORS &gt; SO MUCH MISINFORMATION &gt; #COVID #scam? #wtf https://t.co/kN3u0pMrnh',12,21,3,Twitter for iPhone,565,
3785,1.31E+18,b'RT @Netmedsol: 21/9 - #D\xc3\xadaDeLaSanidad\nDesde Netmed Solutions saludamos y acompa\xc3\xb1amos a todos los trabajadores de la sanidad! \nY agradecemos\xe2\x80\xa6',10,31,1,Twitter for iPhone,702,
3786,1.31E+18,b'RT @SCCAP53: Hey #parents! Looking for some #backtoschool resources in the time of #COVID? Check out some of these suggestions from our mem\xe2\x80\xa6',10,2,18,Twitter Web App,52,
3787,1.31E+18,"b'#Represion a enfermeros y enfermeras, trabajador@s de la salud, la primera l\xc3\xadnea contra el #Covid\nLos reprimen en la @LegisCABA donde iban a entregar un petitorio por mejores condiciones laborales\n#LarretaHaceteCargo\n#DiaDeLaSanidad https://t.co/Ou5KdOGODM'",2,27,18,Twitter for Android,85,
3788,1.31E+18,"b'RT @BloodAid: #Hyderabad Need AB+ #COVID Convalescent #PlasmaDonor @ Global Hospital, Lakdikapool. \nCall 9849371489 #BloodAid via @IAMABHIS\xe2\x80\xa6'",7,1,20,Twitter Web App,4673,
3789,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",1,21,21,Twitter Web App,35,
3790,1.31E+18,b'RT @gunjeet99: @RCoANews interactive short (free) webinars - on some of the most topical issues facing us! Busy few weeks ahead #sustainabl\xe2\x80\xa6',10,4,20,Twitter for iPhone,421,
3791,1.31E+18,b'RT @HuntSabs: .@sussex_police were filmed abetting members of the East Sussex and Romney Marsh Hunt in breaking the #COVID guidelines.\nhttp\xe2\x80\xa6',10,8,14,Twitter for Android,561,
3792,1.31E+18,b'RT @ThatTimWalker: A young person on Today says her generation expected to pay the highest price for #covid and it\xe2\x80\x99s clear \xe2\x80\x98some people\xe2\x80\x99 do\xe2\x80\xa6',1,7,19,Twitter for iPad,478,
3793,1.31E+18,"b""RT @ElijahY318: Making This Album, Took Tears, Over Coming, &amp; Resilience! Now It's Here, Stream Everywhere!\nhttps://t.co/1YGSLnDQiJ \n\n#COVI\xe2\x80\xa6""",11,16,22,Twitter for iPhone,473,
3794,1.31E+18,b'M\xc3\xbcnchen versch\xc3\xa4rft Corona-Einschr\xc3\xa4nkungen https://t.co/xGrHlFmhVM #Nachrichten #Politik #Wirtschaft #Deutschland #Gesundheit #CoronaVirusDE #coronavirusdeutschland #CoronaVirusUpdate #COVID2019 #COVID19 #COVID_19 #Corona #VirusCorona #coronavirus #COVID',2,18,9,Twitter for Android,460,
3795,1.31E+18,"b'RT @21WIRE: UK \'science\' expert #ChrisWhitty is lying through his teeth on everything re #COVID - he\'s pulling a #NeilFerguson claiming ""ex\xe2\x80\xa6'",7,31,16,Twitter Web App,45,
